Notes,Age,Age Code,Gender,Gender Code,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
,74 years,74,Female,F,2010,2010,927157
,74 years,74,Female,F,2011,2011,935292
,74 years,74,Female,F,2012,2012,981096
,74 years,74,Female,F,2013,2013,991633
,74 years,74,Female,F,2014,2014,1031799
,74 years,74,Female,F,2015,2015,1066298
,74 years,74,Female,F,2016,2016,1138535
,74 years,74,Female,F,2017,2017,1278786
,74 years,74,Female,F,2018,2018,1229353
Total,74 years,74,Female,F,,,19810737
,74 years,74,Male,M,1999,1999,729191
,74 years,74,Male,M,2000,2000,716602
,74 years,74,Male,M,2001,2001,728731
,74 years,74,Male,M,2002,2002,731547
,74 years,74,Male,M,2003,2003,720651
,74 years,74,Male,M,2004,2004,744927
,74 years,74,Male,M,2005,2005,724073
,74 years,74,Male,M,2006,2006,718165
,74 years,74,Male,M,2007,2007,715467
,74 years,74,Male,M,2008,2008,706721
,74 years,74,Male,M,2009,2009,763506
,74 years,74,Male,M,2010,2010,758812
,74 years,74,Male,M,2011,2011,769721
,74 years,74,Male,M,2012,2012,812451
,74 years,74,Male,M,2013,2013,828872
,74 years,74,Male,M,2014,2014,856115
,74 years,74,Male,M,2015,2015,884319
,74 years,74,Male,M,2016,2016,953290
,74 years,74,Male,M,2017,2017,1076512
,74 years,74,Male,M,2018,2018,1034136
Total,74 years,74,Male,M,,,15973809
Total,74 years,74,,,,,35784546
,75 years,75,Female,F,1999,1999,947146
,75 years,75,Female,F,2000,2000,953983
,75 years,75,Female,F,2001,2001,925789
,75 years,75,Female,F,2002,2002,924736
,75 years,75,Female,F,2003,2003,919089
,75 years,75,Female,F,2004,2004,894247
,75 years,75,Female,F,2005,2005,920144
,75 years,75,Female,F,2006,2006,884121
,75 years,75,Female,F,2007,2007,870058
,75 years,75,Female,F,2008,2008,861340
,75 years,75,Female,F,2009,2009,842856
,75 years,75,Female,F,2010,2010,906212
,75 years,75,Female,F,2011,2011,905415
,75 years,75,Female,F,2012,2012,914070
,75 years,75,Female,F,2013,2013,958315
,75 years,75,Female,F,2014,2014,969924
,75 years,75,Female,F,2015,2015,1008617
,75 years,75,Female,F,2016,2016,1043323
,75 years,75,Female,F,2017,2017,1113782
,75 years,75,Female,F,2018,2018,1251144
Total,75 years,75,Female,F,,,19014311
,75 years,75,Male,M,1999,1999,690588
,75 years,75,Male,M,2000,2000,695724
,75 years,75,Male,M,2001,2001,685103
,75 years,75,Male,M,2002,2002,696076
,75 years,75,Male,M,2003,2003,698219
,75 years,75,Male,M,2004,2004,686874
,75 years,75,Male,M,2005,2005,709619
,75 years,75,Male,M,2006,2006,689385
,75 years,75,Male,M,2007,2007,683039
,75 years,75,Male,M,2008,2008,679687
,75 years,75,Male,M,2009,2009,670445
,75 years,75,Male,M,2010,2010,725646
,75 years,75,Male,M,2011,2011,732756
,75 years,75,Male,M,2012,2012,744173
,75 years,75,Male,M,2013,2013,784977
,75 years,75,Male,M,2014,2014,802083
,75 years,75,Male,M,2015,2015,828018
,75 years,75,Male,M,2016,2016,856260
,75 years,75,Male,M,2017,2017,922912
,75 years,75,Male,M,2018,2018,1042460
Total,75 years,75,Male,M,,,15024044
Total,75 years,75,,,,,34038355
,76 years,76,Female,F,1999,1999,899769
,76 years,76,Female,F,2000,2000,916568
,76 years,76,Female,F,2001,2001,925212
,76 years,76,Female,F,2002,2002,899159
,76 years,76,Female,F,2003,2003,899842
,76 years,76,Female,F,2004,2004,895466
,76 years,76,Female,F,2005,2005,872922
,76 years,76,Female,F,2006,2006,900407
,76 years,76,Female,F,2007,2007,866442
,76 years,76,Female,F,2008,2008,854043
,76 years,76,Female,F,2009,2009,847071
,76 years,76,Female,F,2010,2010,828140
,76 years,76,Female,F,2011,2011,882651
,76 years,76,Female,F,2012,2012,882577
,76 years,76,Female,F,2013,2013,890498
,76 years,76,Female,F,2014,2014,935078
,76 years,76,Female,F,2015,2015,945608
,76 years,76,Female,F,2016,2016,984420
,76 years,76,Female,F,2017,2017,1018201
,76 years,76,Female,F,2018,2018,1087069
Total,76 years,76,Female,F,,,18231143
,76 years,76,Male,M,1999,1999,639518
,76 years,76,Male,M,2000,2000,651889
,76 years,76,Male,M,2001,2001,663891
,76 years,76,Male,M,2002,2002,655316
,76 years,76,Male,M,2003,2003,667787
,76 years,76,Male,M,2004,2004,671287
,76 years,76,Male,M,2005,2005,662437
,76 years,76,Male,M,2006,2006,686620
,76 years,76,Male,M,2007,2007,668782
,76 years,76,Male,M,2008,2008,664284
,76 years,76,Male,M,2009,2009,662929
,76 years,76,Male,M,2010,2010,653546
,76 years,76,Male,M,2011,2011,698281
,76 years,76,Male,M,2012,2012,706048
,76 years,76,Male,M,2013,2013,716553
,76 years,76,Male,M,2014,2014,757206
,76 years,76,Male,M,2015,2015,773254
,76 years,76,Male,M,2016,2016,799299
,76 years,76,Male,M,2017,2017,826485
,76 years,76,Male,M,2018,2018,890943
Total,76 years,76,Male,M,,,14116355
Total,76 years,76,,,,,32347498
,77 years,77,Female,F,1999,1999,882594
,77 years,77,Female,F,2000,2000,866263
,77 years,77,Female,F,2001,2001,885017
,77 years,77,Female,F,2002,2002,893289
,77 years,77,Female,F,2003,2003,868089
,77 years,77,Female,F,2004,2004,868370
,77 years,77,Female,F,2005,2005,864332
,77 years,77,Female,F,2006,2006,842943
,77 years,77,Female,F,2007,2007,869410
,77 years,77,Female,F,2008,2008,836424
,77 years,77,Female,F,2009,2009,824353
,77 years,77,Female,F,2010,2010,818293
,77 years,77,Female,F,2011,2011,804073
,77 years,77,Female,F,2012,2012,857912
,77 years,77,Female,F,2013,2013,857234
,77 years,77,Female,F,2014,2014,866344
,77 years,77,Female,F,2015,2015,909007
,77 years,77,Female,F,2016,2016,920274
,77 years,77,Female,F,2017,2017,958012
,77 years,77,Female,F,2018,2018,991039
Total,77 years,77,Female,F,,,17483272
,77 years,77,Male,M,1999,1999,616768
,77 years,77,Male,M,2000,2000,606473
,77 years,77,Male,M,2001,2001,618080
,77 years,77,Male,M,2002,2002,629601
,77 years,77,Male,M,2003,2003,621701
,77 years,77,Male,M,2004,2004,633496
,77 years,77,Male,M,2005,2005,637311
,77 years,77,Male,M,2006,2006,629385
,77 years,77,Male,M,2007,2007,652493
,77 years,77,Male,M,2008,2008,635582
,77 years,77,Male,M,2009,2009,631391
,77 years,77,Male,M,2010,2010,630851
,77 years,77,Male,M,2011,2011,626376
,77 years,77,Male,M,2012,2012,670314
,77 years,77,Male,M,2013,2013,677294
,77 years,77,Male,M,2014,2014,688704
,77 years,77,Male,M,2015,2015,727331
,77 years,77,Male,M,2016,2016,743766
,77 years,77,Male,M,2017,2017,768829
,77 years,77,Male,M,2018,2018,795142
Total,77 years,77,Male,M,,,13240888
Total,77 years,77,,,,,30724160
,78 years,78,Female,F,1999,1999,837925
,78 years,78,Female,F,2000,2000,843792
,78 years,78,Female,F,2001,2001,833703
,78 years,78,Female,F,2002,2002,852413
,78 years,78,Female,F,2003,2003,861328
,78 years,78,Female,F,2004,2004,837128
,78 years,78,Female,F,2005,2005,838488
,78 years,78,Female,F,2006,2006,835874
,78 years,78,Female,F,2007,2007,815742
,78 years,78,Female,F,2008,2008,842232
,78 years,78,Female,F,2009,2009,810924
,78 years,78,Female,F,2010,2010,799407
,78 years,78,Female,F,2011,2011,792067
,78 years,78,Female,F,2012,2012,778974
,78 years,78,Female,F,2013,2013,830578
,78 years,78,Female,F,2014,2014,831333
,78 years,78,Female,F,2015,2015,839498
,78 years,78,Female,F,2016,2016,882037
,78 years,78,Female,F,2017,2017,892871
,78 years,78,Female,F,2018,2018,929716
Total,78 years,78,Female,F,,,16786030
,78 years,78,Male,M,1999,1999,569315
,78 years,78,Male,M,2000,2000,573878
,78 years,78,Male,M,2001,2001,572230
,78 years,78,Male,M,2002,2002,583772
,78 years,78,Male,M,2003,2003,595667
,78 years,78,Male,M,2004,2004,588554
,78 years,78,Male,M,2005,2005,600987
,78 years,78,Male,M,2006,2006,605767
,78 years,78,Male,M,2007,2007,599072
,78 years,78,Male,M,2008,2008,621852
,78 years,78,Male,M,2009,2009,606615
,78 years,78,Male,M,2010,2010,602780
,78 years,78,Male,M,2011,2011,602127
,78 years,78,Male,M,2012,2012,598654
,78 years,78,Male,M,2013,2013,640230
,78 years,78,Male,M,2014,2014,648218
,78 years,78,Male,M,2015,2015,658622
,78 years,78,Male,M,2016,2016,696684
,78 years,78,Male,M,2017,2017,712433
,78 years,78,Male,M,2018,2018,736686
Total,78 years,78,Male,M,,,12414143
Total,78 years,78,,,,,29200173
,79 years,79,Female,F,1999,1999,763787
,79 years,79,Female,F,2000,2000,801131
,79 years,79,Female,F,2001,2001,808438
,79 years,79,Female,F,2002,2002,799095
,79 years,79,Female,F,2003,2003,817634
,79 years,79,Female,F,2004,2004,826108
,79 years,79,Female,F,2005,2005,803370
,79 years,79,Female,F,2006,2006,805791
,79 years,79,Female,F,2007,2007,803572
,79 years,79,Female,F,2008,2008,784458
,79 years,79,Female,F,2009,2009,810576
,79 years,79,Female,F,2010,2010,781045
,79 years,79,Female,F,2011,2011,770948
,79 years,79,Female,F,2012,2012,764656
,79 years,79,Female,F,2013,2013,751234
,79 years,79,Female,F,2014,2014,802660
,79 years,79,Female,F,2015,2015,802640
,79 years,79,Female,F,2016,2016,811691
,79 years,79,Female,F,2017,2017,852794
,79 years,79,Female,F,2018,2018,863424
Total,79 years,79,Female,F,,,16025052
,79 years,79,Male,M,1999,1999,495196
,79 years,79,Male,M,2000,2000,528918
,79 years,79,Male,M,2001,2001,537950
,79 years,79,Male,M,2002,2002,537004
,79 years,79,Male,M,2003,2003,548486
,79 years,79,Male,M,2004,2004,559869
,79 years,79,Male,M,2005,2005,553999
,79 years,79,Male,M,2006,2006,566741
,79 years,79,Male,M,2007,2007,571753
,79 years,79,Male,M,2008,2008,565841
,79 years,79,Male,M,2009,2009,587904
,79 years,79,Male,M,2010,2010,573882
,79 years,79,Male,M,2011,2011,572489
,79 years,79,Male,M,2012,2012,572895
,79 years,79,Male,M,2013,2013,568944
,79 years,79,Male,M,2014,2014,609889
,79 years,79,Male,M,2015,2015,616955
,79 years,79,Male,M,2016,2016,627911
,79 years,79,Male,M,2017,2017,664209
,79 years,79,Male,M,2018,2018,679443
Total,79 years,79,Male,M,,,11540278
Total,79 years,79,,,,,27565330
,80 years,80,Female,F,1999,1999,729846
,80 years,80,Female,F,2000,2000,753040
,80 years,80,Female,F,2001,2001,762992
,80 years,80,Female,F,2002,2002,769357
,80 years,80,Female,F,2003,2003,760319
,80 years,80,Female,F,2004,2004,777143
,80 years,80,Female,F,2005,2005,785122
,80 years,80,Female,F,2006,2006,763565
,80 years,80,Female,F,2007,2007,765528
,80 years,80,Female,F,2008,2008,762902
,80 years,80,Female,F,2009,2009,744268
,80 years,80,Female,F,2010,2010,770514
,80 years,80,Female,F,2011,2011,750117
,80 years,80,Female,F,2012,2012,741183
,80 years,80,Female,F,2013,2013,734473
,80 years,80,Female,F,2014,2014,722998
,80 years,80,Female,F,2015,2015,771774
,80 years,80,Female,F,2016,2016,772920
,80 years,80,Female,F,2017,2017,781570
,80 years,80,Female,F,2018,2018,821411
Total,80 years,80,Female,F,,,15241042
,80 years,80,Male,M,1999,1999,459536
,80 years,80,Male,M,2000,2000,476213
,80 years,80,Male,M,2001,2001,491840
,80 years,80,Male,M,2002,2002,499953
,80 years,80,Male,M,2003,2003,499405
,80 years,80,Male,M,2004,2004,509590
,80 years,80,Male,M,2005,2005,520539
,80 years,80,Male,M,2006,2006,515325
,80 years,80,Male,M,2007,2007,527247
,80 years,80,Male,M,2008,2008,531699
,80 years,80,Male,M,2009,2009,526176
,80 years,80,Male,M,2010,2010,549223
,80 years,80,Male,M,2011,2011,542052
,80 years,80,Male,M,2012,2012,541689
,80 years,80,Male,M,2013,2013,541617
,80 years,80,Male,M,2014,2014,539014
,80 years,80,Male,M,2015,2015,577353
,80 years,80,Male,M,2016,2016,585150
,80 years,80,Male,M,2017,2017,595525
,80 years,80,Male,M,2018,2018,630172
Total,80 years,80,Male,M,,,10659318
Total,80 years,80,,,,,25900360
,81 years,81,Female,F,1999,1999,653248
,81 years,81,Female,F,2000,2000,661144
,81 years,81,Female,F,2001,2001,714199
,81 years,81,Female,F,2002,2002,725072
,81 years,81,Female,F,2003,2003,732492
,81 years,81,Female,F,2004,2004,724777
,81 years,81,Female,F,2005,2005,742630
,81 years,81,Female,F,2006,2006,752401
,81 years,81,Female,F,2007,2007,732857
,81 years,81,Female,F,2008,2008,736191
,81 years,81,Female,F,2009,2009,735205
,81 years,81,Female,F,2010,2010,716545
,81 years,81,Female,F,2011,2011,736654
,81 years,81,Female,F,2012,2012,717900
,81 years,81,Female,F,2013,2013,708631
,81 years,81,Female,F,2014,2014,703950
,81 years,81,Female,F,2015,2015,691917
,81 years,81,Female,F,2016,2016,740040
,81 years,81,Female,F,2017,2017,741083
,81 years,81,Female,F,2018,2018,749613
Total,81 years,81,Female,F,,,14416549
,81 years,81,Male,M,1999,1999,394017
,81 years,81,Male,M,2000,2000,404997
,81 years,81,Male,M,2001,2001,439939
,81 years,81,Male,M,2002,2002,455626
,81 years,81,Male,M,2003,2003,464268
,81 years,81,Male,M,2004,2004,464757
,81 years,81,Male,M,2005,2005,475653
,81 years,81,Male,M,2006,2006,487526
,81 years,81,Male,M,2007,2007,483736
,81 years,81,Male,M,2008,2008,496116
,81 years,81,Male,M,2009,2009,501564
,81 years,81,Male,M,2010,2010,496069
,81 years,81,Male,M,2011,2011,515531
,81 years,81,Male,M,2012,2012,509737
,81 years,81,Male,M,2013,2013,508906
,81 years,81,Male,M,2014,2014,510281
,81 years,81,Male,M,2015,2015,507126
,81 years,81,Male,M,2016,2016,544430
,81 years,81,Male,M,2017,2017,551854
,81 years,81,Male,M,2018,2018,561875
Total,81 years,81,Male,M,,,9774008
Total,81 years,81,,,,,24190557
,82 years,82,Female,F,1999,1999,610394
,82 years,82,Female,F,2000,2000,629452
,82 years,82,Female,F,2001,2001,622491
,82 years,82,Female,F,2002,2002,672556
,82 years,82,Female,F,2003,2003,683447
,82 years,82,Female,F,2004,2004,689937
,82 years,82,Female,F,2005,2005,683339
,82 years,82,Female,F,2006,2006,701199
,82 years,82,Female,F,2007,2007,710665
,82 years,82,Female,F,2008,2008,692151
,82 years,82,Female,F,2009,2009,695764
,82 years,82,Female,F,2010,2010,695556
,82 years,82,Female,F,2011,2011,681371
,82 years,82,Female,F,2012,2012,701497
,82 years,82,Female,F,2013,2013,682711
,82 years,82,Female,F,2014,2014,675731
,82 years,82,Female,F,2015,2015,670275
,82 years,82,Female,F,2016,2016,659951
,82 years,82,Female,F,2017,2017,705866
,82 years,82,Female,F,2018,2018,707051
Total,82 years,82,Female,F,,,13571404
,82 years,82,Male,M,1999,1999,361782
,82 years,82,Male,M,2000,2000,372852
,82 years,82,Male,M,2001,2001,370580
,82 years,82,Male,M,2002,2002,402497
,82 years,82,Male,M,2003,2003,417522
,82 years,82,Male,M,2004,2004,425169
,82 years,82,Male,M,2005,2005,426417
,82 years,82,Male,M,2006,2006,436936
,82 years,82,Male,M,2007,2007,448157
,82 years,82,Male,M,2008,2008,444700
,82 years,82,Male,M,2009,2009,456484
,82 years,82,Male,M,2010,2010,462808
,82 years,82,Male,M,2011,2011,462341
,82 years,82,Male,M,2012,2012,481577
,82 years,82,Male,M,2013,2013,475562
,82 years,82,Male,M,2014,2014,476217
,82 years,82,Male,M,2015,2015,476964
,82 years,82,Male,M,2016,2016,474935
,82 years,82,Male,M,2017,2017,509900
,82 years,82,Male,M,2018,2018,517114
Total,82 years,82,Male,M,,,8900514
Total,82 years,82,,,,,22471918
,83 years,83,Female,F,1999,1999,563499
,83 years,83,Female,F,2000,2000,564938
,83 years,83,Female,F,2001,2001,588776
,83 years,83,Female,F,2002,2002,582764
,83 years,83,Female,F,2003,2003,630578
,83 years,83,Female,F,2004,2004,641326
,83 years,83,Female,F,2005,2005,648391
,83 years,83,Female,F,2006,2006,643892
,83 years,83,Female,F,2007,2007,661644
,83 years,83,Female,F,2008,2008,671398
,83 years,83,Female,F,2009,2009,654726
,83 years,83,Female,F,2010,2010,658444
,83 years,83,Female,F,2011,2011,657245
,83 years,83,Female,F,2012,2012,644799
,83 years,83,Female,F,2013,2013,663003
,83 years,83,Female,F,2014,2014,647072
,83 years,83,Female,F,2015,2015,639321
,83 years,83,Female,F,2016,2016,635627
,83 years,83,Female,F,2017,2017,625642
,83 years,83,Female,F,2018,2018,669490
Total,83 years,83,Female,F,,,12692575
,83 years,83,Male,M,1999,1999,311593
,83 years,83,Male,M,2000,2000,319064
,83 years,83,Male,M,2001,2001,338416
,83 years,83,Male,M,2002,2002,337181
,83 years,83,Male,M,2003,2003,367149
,83 years,83,Male,M,2004,2004,381825
,83 years,83,Male,M,2005,2005,390040
,83 years,83,Male,M,2006,2006,392892
,83 years,83,Male,M,2007,2007,403576
,83 years,83,Male,M,2008,2008,415006
,83 years,83,Male,M,2009,2009,412912
,83 years,83,Male,M,2010,2010,423007
,83 years,83,Male,M,2011,2011,427912
,83 years,83,Male,M,2012,2012,428512
,83 years,83,Male,M,2013,2013,445788
,83 years,83,Male,M,2014,2014,441560
,83 years,83,Male,M,2015,2015,441480
,83 years,83,Male,M,2016,2016,443433
,83 years,83,Male,M,2017,2017,441402
,83 years,83,Male,M,2018,2018,474179
Total,83 years,83,Male,M,,,8036927
Total,83 years,83,,,,,20729502
,84 years,84,Female,F,1999,1999,522990
,84 years,84,Female,F,2000,2000,522953
,84 years,84,Female,F,2001,2001,523116
,84 years,84,Female,F,2002,2002,545663
,84 years,84,Female,F,2003,2003,540339
,84 years,84,Female,F,2004,2004,584240
,84 years,84,Female,F,2005,2005,595097
,84 years,84,Female,F,2006,2006,602492
,84 years,84,Female,F,2007,2007,598573
,84 years,84,Female,F,2008,2008,615304
,84 years,84,Female,F,2009,2009,624897
,84 years,84,Female,F,2010,2010,611351
,84 years,84,Female,F,2011,2011,617632
,84 years,84,Female,F,2012,2012,617566
,84 years,84,Female,F,2013,2013,604842
,84 years,84,Female,F,2014,2014,624134
,84 years,84,Female,F,2015,2015,607842
,84 years,84,Female,F,2016,2016,602054
,84 years,84,Female,F,2017,2017,598649
,84 years,84,Female,F,2018,2018,589377
Total,84 years,84,Female,F,,,11749111
,84 years,84,Male,M,1999,1999,275403
,84 years,84,Male,M,2000,2000,279887
,84 years,84,Male,M,2001,2001,285856
,84 years,84,Male,M,2002,2002,303734
,84 years,84,Male,M,2003,2003,303077
,84 years,84,Male,M,2004,2004,329740
,84 years,84,Male,M,2005,2005,343965
,84 years,84,Male,M,2006,2006,351889
,84 years,84,Male,M,2007,2007,355093
,84 years,84,Male,M,2008,2008,364892
,84 years,84,Male,M,2009,2009,375715
,84 years,84,Male,M,2010,2010,375690
,84 years,84,Male,M,2011,2011,387570
,84 years,84,Male,M,2012,2012,393108
,84 years,84,Male,M,2013,2013,393067
,84 years,84,Male,M,2014,2014,410436
,84 years,84,Male,M,2015,2015,405734
,84 years,84,Male,M,2016,2016,406835
,84 years,84,Male,M,2017,2017,408807
,84 years,84,Male,M,2018,2018,407026
Total,84 years,84,Male,M,,,7157524
Total,84 years,84,,,,,18906635
,85+ years,85+,Female,F,1999,1999,2960708
,85+ years,85+,Female,F,2000,2000,3026561
,85+ years,85+,Female,F,2001,2001,3051430
,85+ years,85+,Female,F,2002,2002,3077446
,85+ years,85+,Female,F,2003,2003,3127975
,85+ years,85+,Female,F,2004,2004,3166584
,85+ years,85+,Female,F,2005,2005,3249455
,85+ years,85+,Female,F,2006,2006,3347539
,85+ years,85+,Female,F,2007,2007,3446309
,85+ years,85+,Female,F,2008,2008,3533026
,85+ years,85+,Female,F,2009,2009,3631954
,85+ years,85+,Female,F,2010,2010,3732909
,85+ years,85+,Female,F,2011,2011,3816639
,85+ years,85+,Female,F,2012,2012,3909482
,85+ years,85+,Female,F,2013,2013,3975886
,85+ years,85+,Female,F,2014,2014,4045463
,85+ years,85+,Female,F,2015,2015,4102163
,85+ years,85+,Female,F,2016,2016,4154587
,85+ years,85+,Female,F,2017,2017,4190744
,85+ years,85+,Female,F,2018,2018,4218810
Total,85+ years,85+,Female,F,,,71765670
,85+ years,85+,Male,M,1999,1999,1193310
,85+ years,85+,Male,M,2000,2000,1235911
,85+ years,85+,Male,M,2001,2001,1261064
,85+ years,85+,Male,M,2002,2002,1291362
,85+ years,85+,Male,M,2003,2003,1338201
,85+ years,85+,Male,M,2004,2004,1379299
,85+ years,85+,Male,M,2005,2005,1443844
,85+ years,85+,Male,M,2006,2006,1518390
,85+ years,85+,Male,M,2007,2007,1593236
,85+ years,85+,Male,M,2008,2008,1662814
,85+ years,85+,Male,M,2009,2009,1735347
,85+ years,85+,Male,M,2010,2010,1809999
,85+ years,85+,Male,M,2011,2011,1883890
,85+ years,85+,Male,M,2012,2012,1965776
,85+ years,85+,Male,M,2013,2013,2033567
,85+ years,85+,Male,M,2014,2014,2102181
,85+ years,85+,Male,M,2015,2015,2167535
,85+ years,85+,Male,M,2016,2016,2228376
,85+ years,85+,Male,M,2017,2017,2279670
,85+ years,85+,Male,M,2018,2018,2325693
Total,85+ years,85+,Male,M,,,34449465
Total,85+ years,85+,,,,,106215135
Total,,,,,,,6088056201
---,,,,,,,
Dataset: Bridged-Race Population Estimates 1990-2018,,,,,,,
Query Parameters:,,,,,,,
Title: age_gender_race,,,,,,,
Yearly July 1st Estimates: 1999; 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015;,,,,,,,
2016; 2017; 2018,,,,,,,
Group By: Age; Gender; Yearly July 1st Estimates,,,,,,,
Show Totals: True,,,,,,,
Show Zero Values: False,,,,,,,
Data Table: Default,,,,,,,
---,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/bridged-race.html for more information.,,,,,,,
---,,,,,,,
"Query Date: Jul 19, 2019 6:47:15 PM",,,,,,,
---,,,,,,,
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention",,,,,,,
"(CDC), National Center for Health Statistics (NCHS), Bridged-Race Population Estimates, United States July 1st resident",,,,,,,
"population by state, county, age, sex, bridged-race, and Hispanic origin. Compiled from 1990-1999 bridged-race intercensal",,,,,,,
population estimates (released by NCHS on 7/26/2004); revised bridged-race 2000-2009 intercensal population estimates (released,,,,,,,
by NCHS on 10/26/2012); and bridged-race Vintage 2018 (2010-2018) postcensal population estimates (released by NCHS on,,,,,,,
"6/25/2019). Available on CDC WONDER Online Database. Accessed at http://wonder.cdc.gov/bridged-race-v2018.html on Jul 19, 2019",,,,,,,
6:47:15 PM,,,,,,,
---,,,,,,,
Footnotes:,,,,,,,
1. Estimates for 1990-1999 are bridged-race intercensal population estimates of the July 1 resident population. Estimates for,,,,,,,
2000-2009 are revised bridged-race intercensal estimates of the July 1 resident population. Estimates for 2010-2018 are,,,,,,,
bridged-race Vintage 2018 postcensal estimates of the July 1 resident population. These estimates were prepared by the Census,,,,,,,
Bureau in collaboration with NCHS.,,,,,,,
---,,,,,,,
Caveats:,,,,,,,
